1	19 Oct 15	08:13:00	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	19 Oct 15	08:14:00	1	0	0	0	0	0	0	4	4	4	5	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	0	0	0	11	1
3	19 Oct 15	08:15:00	1	0	0	0	0	0	0	5	2	9	8	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	6	0	4	11	4
4	19 Oct 15	08:16:00	1	0	0	0	0	0	0	2	3	1	5	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	4	2	0	11	5
5	19 Oct 15	08:17:00	1	0	0	0	0	0	0	0	6	2	3	7	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	1	2	3	4	0
6	19 Oct 15	08:18:00	1	0	0	0	0	0	0	7	3	6	3	2	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	2	3	2	4
7	19 Oct 15	08:19:00	1	0	0	0	0	0	0	0	0	4	2	7	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	3	2	3	4	5
8	19 Oct 15	08:20:00	1	0	0	0	0	0	0	4	2	7	4	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	1	3	0	5
9	19 Oct 15	08:21:00	1	0	0	0	0	0	0	0	0	3	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	4	0	2
10	19 Oct 15	08:22:00	1	0	0	0	0	0	0	0	0	3	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	6	1	6
11	19 Oct 15	08:23:00	1	0	0	0	0	0	0	0	2	7	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	1	0	4	3	2
12	19 Oct 15	08:24:00	1	0	0	0	0	0	0	0	5	4	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	1	0	4	2	0
13	19 Oct 15	08:25:00	1	0	0	0	0	0	0	0	5	2	5	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	1	4
14	19 Oct 15	08:26:00	1	0	0	0	0	0	0	0	5	4	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	6	0	4
15	19 Oct 15	08:27:00	1	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	5	2	0	3
16	19 Oct 15	08:28:00	1	0	0	0	0	0	0	0	0	4	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3
