Time,medNND_px,meanNND_px,Treatment,Population,Sex,Day,Box,Diameter,medianNNDscaled_mm,meanNNDscaled_mm
1635,24.032225,48.255142,0,4,2,4,1,485,4.459588144,8.954562433
1665,28.504213,48.671929,0,4,2,4,1,485,5.289441588,9.031904351
1695,18.151902,42.726855,0,4,2,4,1,485,3.368394186,7.928694742
1725,20.516203,54.112693,0,4,2,4,1,485,3.807130454,10.04153066
1755,36.695911,50.451821,0,4,2,4,1,485,6.809550495,9.362193588
1785,27.469203,47.16849,0,4,2,4,1,485,5.097377876,8.75291567
15,38.203371,44.135139,0,4,1,4,1,479,7.178086409,8.292614843
45,34.481879,47.413242,0,4,1,4,1,479,6.478849916,8.908542338
75,33.12099,46.748141,0,4,1,4,1,479,6.223150522,8.783575553
105,43.175427,56.945401,0,4,1,4,1,479,8.112293173,10.69955342
135,33.153902,36.612204,0,4,1,4,1,479,6.229334405,6.879119749
165,31.135668,40.713239,0,4,1,4,1,479,5.850125511,7.649669123
195,25.059928,46.109312,0,4,1,4,1,479,4.708545971,8.663545052
225,32.432158,46.491429,0,4,1,4,1,479,6.093724885,8.735341566
255,30.041609,44.903535,0,4,1,4,1,479,5.64456119,8.436989875
285,34.885527,39.973457,0,4,1,4,1,479,6.554691921,7.510670418
315,23.675796,50.987784,0,4,1,4,1,479,4.448479415,9.580168184
345,27.954839,37.726782,0,4,1,4,1,479,5.252474969,7.088539415
375,27.45637,43.595573,0,4,1,4,1,479,5.15881691,8.19123501
405,29.832868,50.216233,0,4,1,4,1,479,5.605340543,9.435200355
435,36,58.332044,0,4,1,4,1,479,6.764091858,10.96009177
465,29.832868,59.163762,0,4,1,4,1,479,5.605340543,11.11636447
495,31.071928,48.865012,0,4,1,4,1,479,5.838149311,9.181317495
525,25.248999,49.078825,0,4,1,4,1,479,4.744070793,9.221491127
555,29.744895,45.904927,0,4,1,4,1,479,5.588811169,8.62514286
585,61.427037,59.288355,0,4,1,4,1,479,11.54161447,11.13977443
615,46.316658,58.292477,0,4,1,4,1,479,8.702503591,10.95265747
645,64.815122,63.000954,0,4,1,4,1,479,12.17820664,11.83734
675,69.797319,60.483223,0,4,1,4,1,479,13.11431881,11.3642799
705,75.62406,65.856331,0,4,1,4,1,479,14.20911357,12.3738409
735,50.695167,54.809397,0,4,1,4,1,479,9.525187954,10.29821656
765,51.92302,54.237792,0,4,1,4,1,479,9.755891023,10.19081687
795,50.960769,52.783176,0,4,1,4,1,479,9.575092296,9.917506973
825,49.451604,50.952836,0,4,1,4,1,479,9.291533111,9.573601754
855,44.418259,46.298494,0,4,1,4,1,479,8.345810668,8.699090731
885,42.36333,44.661574,0,4,1,4,1,479,7.959707098,8.391527474
915,30.731071,41.845679,0,4,1,4,1,479,5.774105198,7.862444906
945,34.906556,45.879872,0,4,1,4,1,479,6.55864309,8.62043524
975,32.899591,41.253989,0,4,1,4,1,479,6.181551545,7.75127142
1005,33.171729,49.58079,0,4,1,4,1,479,6.232683946,9.315806054
1035,31.04942,40.60617,0,4,1,4,1,479,5.833920251,7.629551775
1065,42.55527,46.805123,0,4,1,4,1,479,7.995770981,8.794281983
1095,37.608862,47.946833,0,4,1,4,1,479,7.066383257,9.00879952
1125,47.323384,64.662043,0,4,1,4,1,479,8.891658789,12.14944441
1155,27.202941,36.881954,0,4,1,4,1,479,5.11119977,6.929803466
1185,26.384218,38.038832,0,4,1,4,1,479,4.957368727,7.147170939
1215,33.631657,47.684247,0,4,1,4,1,479,6.31910048,8.959461858
1245,41.99353,55.174885,0,4,1,4,1,479,7.890224843,10.36688862
1275,41.048752,42.762915,0,4,1,4,1,479,7.712709144,8.034785699
1305,52.086467,54.137208,0,4,1,4,1,479,9.786601315,10.171918
1335,27.933166,37.05751,0,4,1,4,1,479,5.248402797,6.962788935
1365,42.544095,42.724022,0,4,1,4,1,479,7.993671294,8.027478038
1395,51.597599,44.565848,0,4,1,4,1,479,9.694747203,8.373541378
1425,29.205736,51.300148,0,4,1,4,1,479,5.487507808,9.638858706
1455,27.632746,38.300054,0,4,1,4,1,479,5.191956451,7.196252317
1485,37.536649,49.65484,0,4,1,4,1,479,7.052815052,9.329719415
1515,36.269019,48.502806,0,4,1,4,1,479,6.814638225,9.113262088
1545,39.670572,54.965396,0,4,1,4,1,479,7.453760919,10.32752743
1575,40.13025,49.651562,0,4,1,4,1,479,7.54013048,9.329103507
1605,46.670611,52.249286,0,4,1,4,1,479,8.76900833,9.817193612
1635,27.309961,46.750196,0,4,1,4,1,479,5.131307912,8.78396167
1665,29.291319,40.318073,0,4,1,4,1,479,5.503588121,7.575420814
1695,43.927393,49.212338,0,4,1,4,1,479,8.253581148,9.246577077
1725,41.604948,53.068917,0,4,1,4,1,479,7.817213612,9.971195261
1755,45.128324,52.298178,0,4,1,4,1,479,8.479225804,9.82638
1785,34.328276,49.456388,0,4,1,4,1,479,6.449989228,9.292431983
15,44.162411,47.154289,1,1,2,4,4,473,8.402995751,8.972274863
45,40.798284,50.663546,1,1,2,4,4,473,7.762887019,9.639998182
75,34.449846,38.171837,1,1,2,4,4,473,6.554938985,7.263140233
105,35.342415,46.051825,1,1,2,4,4,473,6.72477241,8.7625037
135,36.400336,46.71719,1,1,2,4,4,473,6.926068161,8.88910592
165,39.446166,37.963452,1,1,2,4,4,473,7.505612981,7.22348981
195,38.746331,51.400426,1,1,2,4,4,473,7.372451987,9.780207907
225,33.42155,37.735984,1,1,2,4,4,473,6.359280127,7.180208372
255,37.814857,49.064177,1,1,2,4,4,473,7.19521592,9.335678499
285,39.446166,47.503837,1,1,2,4,4,473,7.505612981,9.038785053
315,29.681644,44.082746,1,1,2,4,4,473,5.647670106,8.387837505
345,33.810616,46.872037,1,1,2,4,4,473,6.433309598,8.918569408
375,42.641257,47.112452,1,1,2,4,4,473,8.113558414,8.964314334
405,24.151582,31.430314,1,1,2,4,4,473,4.595438436,5.980398013
435,37.745453,44.715615,1,1,2,4,4,473,7.182010085,8.508256554
465,31.431887,44.657155,1,1,2,4,4,473,5.980697315,8.497133087
495,38.065152,47.867445,1,1,2,4,4,473,7.242840761,9.107970507
525,28.716162,44.578268,1,1,2,4,4,473,5.463963171,8.482122875
555,32.557641,47.368877,1,1,2,4,4,473,6.194899979,9.01310556
585,34.289472,40.42489,1,1,2,4,4,473,6.524423848,7.691839535
615,36.255123,41.893476,1,1,2,4,4,473,6.89843778,7.971274503
645,39.560081,42.52014,1,1,2,4,4,473,7.52728814,8.090512896
675,41.069177,54.346964,1,1,2,4,4,473,7.814431142,10.34085996
705,41.70788,53.099992,1,1,2,4,4,473,7.935960254,10.10359256
735,43.829214,53.197972,1,1,2,4,4,473,8.339596744,10.12223569
765,41.073145,51.519729,1,1,2,4,4,473,7.815186152,9.802908266
795,50.219518,45.896998,1,1,2,4,4,473,9.555510825,8.733044017
825,36.366193,40.353194,1,1,2,4,4,473,6.919571607,7.67819759
855,48.836462,55.467755,1,1,2,4,4,473,9.292350063,10.55411829
885,46.019463,47.9661,1,1,2,4,4,473,8.756346025,9.126742072
915,38.520175,54.349013,1,1,2,4,4,473,7.32942019,10.34124983
945,50.228996,57.822424,1,1,2,4,4,473,9.557314249,11.00215256
975,45.80393,48.35934,1,1,2,4,4,473,8.715335518,9.201565751
1005,49.94295,51.527009,1,1,2,4,4,473,9.502886892,9.804293467
1035,43.104524,49.463203,1,1,2,4,4,473,8.201706469,9.411603108
1065,49.979996,45.354174,1,1,2,4,4,473,9.509935814,8.629758266
1095,57.923658,63.002572,1,1,2,4,4,473,11.02141484,11.9878044
1125,54.786791,59.399775,1,1,2,4,4,473,10.42454797,11.30228277
1155,49.992285,59.387036,1,1,2,4,4,473,9.512274101,11.29985886
1185,45.000447,53.970897,1,1,2,4,4,473,8.562452918,10.26930387
1215,42.156171,52.047717,1,1,2,4,4,473,8.021258753,9.903371099
1245,40.876834,54.415065,1,1,2,4,4,473,7.777833108,10.35381786
1275,31.256999,48.547749,1,1,2,4,4,473,5.947420529,9.237415243
1305,37.454426,44.046078,1,1,2,4,4,473,7.126634968,8.380860507
1335,32.812835,35.66465,1,1,2,4,4,473,6.243456977,6.786085624
1365,40.331595,49.221508,1,1,2,4,4,473,7.674087844,9.36561463
1395,30.813262,41.340887,1,1,2,4,4,473,5.862988541,7.866130719
1425,30.413813,35.941719,1,1,2,4,4,473,5.786983446,6.838804884
1455,27.28799,37.034243,1,1,2,4,4,473,5.19221797,7.046684715
1485,37.680072,50.46568,1,1,2,4,4,473,7.169569725,9.60234926
1515,46.010868,47.123421,1,1,2,4,4,473,8.754710613,8.966401459
1545,45.602966,43.700282,1,1,2,4,4,473,8.677097125,8.315064228
1575,47.582586,46.038981,1,1,2,4,4,473,9.053769006,8.76005981
1605,57.974132,52.859913,1,1,2,4,4,473,11.03101877,10.05791156
1635,42.834831,41.465596,1,1,2,4,4,473,8.150390677,7.889859704
1665,32.846568,45.540868,1,1,2,4,4,473,6.249875518,8.665281438
1695,35.598384,56.653637,1,1,2,4,4,473,6.773476871,10.7797618
1725,37.488204,49.947669,1,1,2,4,4,473,7.133062072,9.503784799
1755,49.509334,49.589205,1,1,2,4,4,473,9.420380677,9.435578118
1785,44.365444,45.244855,1,1,2,4,4,473,8.441627822,8.608957611
15,32.648096,50.184362,1,1,1,4,4,471,6.238489682,9.589368535
45,32.554683,49.688681,1,1,1,4,4,471,6.220640064,9.49465242
75,31.522472,49.62233,1,1,1,4,4,471,6.023402293,9.481973885
105,34.738441,50.289792,1,1,1,4,4,471,6.637918662,9.609514395
135,33.203874,47.388445,1,1,1,4,4,471,6.344689299,9.055116879
165,33.761857,52.202668,1,1,1,4,4,471,6.451310255,9.975032102
195,32.846103,50.847349,1,1,1,4,4,471,6.276325414,9.716053949
225,31.622777,48.749509,1,1,1,4,4,471,6.042568854,9.315192803
255,30.023049,48.281426,1,1,1,4,4,471,5.736888344,9.225750191
285,29.085998,46.627737,1,1,1,4,4,471,5.557834013,8.909758662
315,26.009256,46.020017,1,1,1,4,4,471,4.969921529,8.793633822
345,28.160256,47.862719,1,1,1,4,4,471,5.380940637,9.145742484
375,28.533296,47.884639,1,1,1,4,4,471,5.452222166,9.149931019
405,31.979109,46.16535,1,1,1,4,4,471,6.110657771,8.821404459
435,27.31833,44.088178,1,1,1,4,4,471,5.220063057,8.424492611
465,34.539832,45.101306,1,1,1,4,4,471,6.599967898,8.618083949
495,32.649655,50.821239,1,1,1,4,4,471,6.23878758,9.711064777
525,33.496056,39.051363,1,1,1,4,4,471,6.400520255,7.462043885
555,30.819125,40.487682,1,1,1,4,4,471,5.889004777,7.736499745
585,26.07681,36.773687,1,1,1,4,4,471,4.982829936,7.026819172
615,44.14748,43.75416,1,1,1,4,4,471,8.435824204,8.360667516
645,43.559395,39.411259,1,1,1,4,4,471,8.323451274,7.530813822
675,36.084057,36.794723,1,1,1,4,4,471,6.895042739,7.03083879
705,30.962109,36.305152,1,1,1,4,4,471,5.916326561,6.937290191
735,30.54835,34.605728,1,1,1,4,4,471,5.837264331,6.61255949
765,33.860009,37.594714,1,1,1,4,4,471,6.470065414,7.183703312
795,26.190834,27.791587,1,1,1,4,4,471,5.004617962,5.310494331
825,27.665426,34.286914,1,1,1,4,4,471,5.286387134,6.551639618
855,28.600699,41.773039,1,1,1,4,4,471,5.46510172,7.982109363
885,32.665038,47.275346,1,1,1,4,4,471,6.241727006,9.033505605
915,25,44.133729,1,1,1,4,4,471,4.777070064,8.433196624
945,34.898396,49.942174,1,1,1,4,4,471,6.668483312,9.543090573
975,33.079118,48.769061,1,1,1,4,4,471,6.320850573,9.318928854
1005,33.592147,46.875258,1,1,1,4,4,471,6.418881592,8.957055669
1035,28.505607,45.45253,1,1,1,4,4,471,5.446931274,8.685196815
1065,32.942007,44.454743,1,1,1,4,4,471,6.294651019,8.494536879
1095,30.206906,39.016757,1,1,1,4,4,471,5.772020255,7.455431274
1125,37.060495,40.669136,1,1,1,4,4,471,7.081623248,7.771172484
1155,35.811325,46.653598,1,1,1,4,4,471,6.842928344,8.914700255
1185,27.018512,38.324691,1,1,1,4,4,471,5.162772994,7.323189363
1215,31.843996,38.204855,1,1,1,4,4,471,6.08484,7.300290764
1245,24.839485,34.06157,1,1,1,4,4,471,4.746398408,6.508580255
1275,24.207437,32.640509,1,1,1,4,4,471,4.625624904,6.237039936
1305,25.084473,34.14096,1,1,1,4,4,471,4.793211401,6.523750318
1335,26.889684,30.751145,1,1,1,4,4,471,5.138156178,5.876014968
1365,31.542495,33.834715,1,1,1,4,4,471,6.027228344,6.465232166
1395,25.78533,36.342726,1,1,1,4,4,471,4.927133121,6.944469936
1425,28.635642,37.673283,1,1,1,4,4,471,5.471778726,7.198716497
1455,30.910984,41.119389,1,1,1,4,4,471,5.906557452,7.857208089
1485,26.472524,34.846228,1,1,1,4,4,471,5.058444076,6.658514904
1515,29.966648,42.134141,1,1,1,4,4,471,5.726111083,8.051109745
1545,29.808412,42.896663,1,1,1,4,4,471,5.695874904,8.196814586
1575,30.083218,37.13024,1,1,1,4,4,471,5.748385605,7.094950318
1605,25.495098,32.625745,1,1,1,4,4,471,4.871674777,6.23421879
1635,25.113951,30.445574,1,1,1,4,4,471,4.79884414,5.817625605
1665,25.448381,31.076786,1,1,1,4,4,471,4.862747962,5.938239363
1695,26.411435,34.975402,1,1,1,4,4,471,5.046771019,6.683197834
1725,27.762938,31.758971,1,1,1,4,4,471,5.30502,6.068593185
1755,33.430678,41.630218,1,1,1,4,4,471,6.388027643,7.954818726
1785,24.879418,41.115793,1,1,1,4,4,471,4.754028917,7.856520955
15,55.443665,56.143513,1,2,2,4,3,477,10.46106887,10.59311566
45,53.160135,57.441209,1,2,2,4,3,477,10.03021415,10.83796396
75,55.072679,60.86679,1,2,2,4,3,477,10.39107151,11.4843
105,50.187384,58.269691,1,2,2,4,3,477,9.469317736,10.99428132
135,51.604231,63.018999,1,2,2,4,3,477,9.736647358,11.89037717
165,48.730133,57.110007,1,2,2,4,3,477,9.194364717,10.77547302
195,46.850554,55.676977,1,2,2,4,3,477,8.83972717,10.50509
225,45.643897,56.117049,1,2,2,4,3,477,8.612056038,10.58812245
255,49.273664,57.738234,1,2,2,4,3,477,9.296917736,10.89400642
285,37.336309,41.106327,1,2,2,4,3,477,7.044586604,7.755910755
315,42.005319,45.548865,1,2,2,4,3,477,7.925531887,8.594125472
345,43.205796,57.731628,1,2,2,4,3,477,8.152036981,10.89276
375,43.442614,43.363458,1,2,2,4,3,477,8.196719623,8.181784528
405,31.845436,38.587367,1,2,2,4,3,477,6.00857283,7.280635283
435,17.638837,37.175395,1,2,2,4,3,477,3.328082453,7.014225472
465,44.197388,48.094842,1,2,2,4,3,477,8.339129811,9.074498491
495,48.104054,51.489742,1,2,2,4,3,477,9.076236604,9.71504566
525,32.388269,46.95831,1,2,2,4,3,477,6.110994151,8.860058491
555,40.607881,49.182102,1,2,2,4,3,477,7.66186434,9.279641887
585,48.61544,56.725391,1,2,2,4,3,477,9.172724528,10.70290396
615,32.557641,46.140137,1,2,2,4,3,477,6.142951132,8.705686226
645,29.274562,37.849676,1,2,2,4,3,477,5.523502264,7.141448302
675,36.005747,45.083891,1,2,2,4,3,477,6.79353717,8.506394528
705,29.681644,48.739273,1,2,2,4,3,477,5.600310189,9.196089245
735,58.830264,49.832189,1,2,2,4,3,477,11.10004981,9.402299811
765,33.398785,51.050924,1,2,2,4,3,477,6.301657547,9.632249811
795,54.87836,56.557094,1,2,2,4,3,477,10.35440755,10.67114981
825,49.729267,47.194245,1,2,2,4,3,477,9.382880566,8.904574528
855,32.388269,41.028691,1,2,2,4,3,477,6.110994151,7.741262453
885,41.887576,54.64215,1,2,2,4,3,477,7.903316226,10.30983962
915,50.250154,54.899608,1,2,2,4,3,477,9.481161132,10.3584166
945,59.717547,63.1577,1,2,2,4,3,477,11.2674617,11.91654717
975,56.320511,62.554399,1,2,2,4,3,477,10.62651151,11.80271679
1005,44.905041,53.684546,1,2,2,4,3,477,8.472649245,10.12915962
1035,52.773099,51.755069,1,2,2,4,3,477,9.957188491,9.765107358
1065,46.141088,55.014175,1,2,2,4,3,477,8.70586566,10.38003302
1095,54.009208,56.668205,1,2,2,4,3,477,10.1904166,10.69211415
1125,53.282237,56.359192,1,2,2,4,3,477,10.05325226,10.63380981
1155,46.924265,56.442602,1,2,2,4,3,477,8.853634906,10.64954755
1185,51.930629,57.437862,1,2,2,4,3,477,9.798231887,10.83733245
1215,49.691941,64.069037,1,2,2,4,3,477,9.375837925,12.08849755
1245,37.275949,50.193226,1,2,2,4,3,477,7.033197925,9.47042
1275,58.123368,70.561867,1,2,2,4,3,477,10.96667321,13.31355981
1305,61.059084,63.91499,1,2,2,4,3,477,11.52058189,12.05943208
1335,50.23032,62.978142,1,2,2,4,3,477,9.477418868,11.8826683
1365,51.448484,59.022696,1,2,2,4,3,477,9.707261132,11.13635774
1395,41.308645,51.317964,1,2,2,4,3,477,7.794083962,9.682634717
1425,48.269023,63.151744,1,2,2,4,3,477,9.10736283,11.9154234
1455,42.327671,47.937699,1,2,2,4,3,477,7.986353019,9.044848868
1485,44.336649,54.585224,1,2,2,4,3,477,8.365405472,10.29909887
1515,34.623098,51.542188,1,2,2,4,3,477,6.53266,9.724941132
1545,39.054617,54.322951,1,2,2,4,3,477,7.36879566,10.2496134
1575,48.829591,55.848347,1,2,2,4,3,477,9.213130377,10.53742396
1605,41.992217,55.491007,1,2,2,4,3,477,7.923059811,10.47000132
1635,55.169889,64.54239,1,2,2,4,3,477,10.40941302,12.17780943
1665,55.060607,64.969155,1,2,2,4,3,477,10.38879377,12.25833113
1695,59.910957,56.623287,1,2,2,4,3,477,11.30395415,10.68363906
1725,33.970576,57.501546,1,2,2,4,3,477,6.409542642,10.8493483
1755,55.751558,56.778296,1,2,2,4,3,477,10.51916189,10.71288604
1785,32.202484,55.447938,1,2,2,4,3,477,6.075940377,10.46187509
15,37.888934,46.830027,1,2,1,4,3,479,7.119006388,8.798961232
45,41.491566,53.62003,1,2,1,4,3,479,7.795910104,10.07474468
75,34.691806,47.357006,1,2,1,4,3,479,6.518293403,8.897976075
105,31.767401,43.051949,1,2,1,4,3,479,5.968822735,8.089092714
135,44.102154,47.077041,1,2,1,4,3,479,8.286417244,8.845373048
165,46.056857,50.010393,1,2,1,4,3,479,8.653689207,9.396524781
195,44.438088,50.881848,1,2,1,4,3,479,8.349536367,9.560263716
225,57.386477,55.110594,1,2,1,4,3,479,10.78242783,10.35480889
255,44.998468,55.114283,1,2,1,4,3,479,8.454826973,10.35550203
285,42.755117,44.987238,1,2,1,4,3,479,8.033320522,8.452716952
315,39.630693,58.773104,1,2,1,4,3,479,7.446267996,11.04296317
345,34.051239,51.945986,1,2,1,4,3,479,6.397936347,9.760206138
375,50.628703,54.073154,1,2,1,4,3,479,9.512699937,10.1598828
405,34.532839,41.14971,1,2,1,4,3,479,6.488424864,7.731678288
435,43.680335,50.898262,1,2,1,4,3,479,8.207161065,9.563347766
465,40.029637,49.731235,1,2,1,4,3,479,7.521226159,9.344073382
495,43.417626,51.727424,1,2,1,4,3,479,8.157800292,9.719140209
525,49.816301,53.32547,1,2,1,4,3,479,9.360056555,10.01939937
555,57.385123,52.100364,1,2,1,4,3,479,10.78217342,9.789212443
585,29.529646,47.117005,1,2,1,4,3,479,5.548367724,8.852881942
615,44.577314,62.611028,1,2,1,4,3,479,8.375695741,11.76407624
645,47.426105,55.648372,1,2,1,4,3,479,8.910959186,10.45585278
675,52.181414,61.154663,1,2,1,4,3,479,9.804441044,11.49043772
705,43.011626,44.14733,1,2,1,4,3,479,8.081516367,8.294905428
735,48.834798,50.107919,1,2,1,4,3,479,9.175640543,9.414849081
765,44.43969,54.536329,1,2,1,4,3,479,8.34983737,10.24690942
795,30.149627,52.004898,1,2,1,4,3,479,5.664856848,9.771275198
825,34.481879,39.780314,1,2,1,4,3,479,6.478849916,7.474380501
855,43.231537,51.692478,1,2,1,4,3,479,8.122835762,9.712574154
885,48.832892,59.702205,1,2,1,4,3,479,9.175282422,11.2175333
915,59.946262,66.282205,1,2,1,4,3,479,11.26338952,12.45385898
945,58.642437,59.957107,1,2,1,4,3,479,11.01841196,11.2654272
975,54.12438,59.291042,1,2,1,4,3,479,10.16950772,11.14027929
1005,60.704329,55.728526,1,2,1,4,3,479,11.40582382,10.47091303
1035,41.986922,41.028932,1,2,1,4,3,479,7.888983257,7.708985136
1065,40.85813,43.416459,1,2,1,4,3,479,7.676892902,8.157581023
1095,29.225785,31.053136,1,2,1,4,3,479,5.491274843,5.834618455
1125,14.866069,34.318932,1,2,1,4,3,479,2.793207119,6.44823357
1155,39.929812,48.25667,1,2,1,4,3,479,7.502469896,9.06701524
1185,26.907248,39.773443,1,2,1,4,3,479,5.055641587,7.473089499
1215,50.89541,61.012541,1,2,1,4,3,479,9.5628119,11.46373422
1245,41.303753,45.468436,1,2,1,4,3,479,7.760621649,8.543129937
1275,39.774081,47.932023,1,2,1,4,3,479,7.473209374,9.006016848
1305,24.083189,44.4331,1,2,1,4,3,479,4.525025073,8.348599165
1335,35.110838,40.613497,1,2,1,4,3,479,6.597025929,7.630928455
1365,49.648766,51.09856,1,2,1,4,3,479,9.328578163,9.600982046
1395,35.307684,46.524456,1,2,1,4,3,479,6.634011608,8.741547056
1425,38.013156,58.251531,1,2,1,4,3,479,7.142346639,10.94496407
1455,41.10961,50.960026,1,2,1,4,3,479,7.724143841,9.574952693
1485,30.413813,39.81531,1,2,1,4,3,479,5.714495136,7.48095595
1515,36.138622,46.364296,1,2,1,4,3,479,6.790137745,8.711454363
1545,34.179483,42.953411,1,2,1,4,3,479,6.422032296,8.070578267
1575,35.746251,41.644042,1,2,1,4,3,479,6.716414593,7.82455904
1605,43.705109,46.810249,1,2,1,4,3,479,8.211815887,8.795245115
1635,50.462348,54.936784,1,2,1,4,3,479,9.481443257,10.32215148
1665,60.728906,63.025116,1,2,1,4,3,479,11.41044163,11.84187983
1695,44.596843,63.68027,1,2,1,4,3,479,8.379365073,11.96497766
1725,32.422591,45.468574,1,2,1,4,3,479,6.091927328,8.543155866
1755,45.099317,55.295563,1,2,1,4,3,479,8.473775637,10.38956299
1785,38.173032,44.691036,1,2,1,4,3,479,7.172385971,8.397063132
15,66.428974,64.960277,1,4,2,4,1,486,12.30166185,12.02968093
45,32.140317,54.531729,1,4,2,4,1,486,5.951910556,10.09846833
75,39.776565,59.124512,1,4,2,4,1,486,7.366030556,10.9489837
105,45.880279,58.259124,1,4,2,4,1,486,8.496347963,10.78872667
135,59.724083,48.125233,1,4,2,4,1,486,11.06001537,8.912080185
165,38.327536,41.549093,1,4,2,4,1,486,7.097691852,7.694276481
195,34.053076,40.137416,1,4,2,4,1,486,6.306125185,7.432854815
225,34.345994,44.194853,1,4,2,4,1,486,6.360369259,8.184232037
255,36.167387,50.264795,1,4,2,4,1,486,6.697664259,9.30829537
285,48.301139,57.637994,1,4,2,4,1,486,8.94465537,10.67370259
315,35.30807,39.333229,1,4,2,4,1,486,6.538531481,7.283931296
345,48.973412,50.7946,1,4,2,4,1,486,9.06915037,9.406407407
375,28.995137,46.528991,1,4,2,4,1,486,5.369469815,8.616479815
405,34.996891,53.605609,1,4,2,4,1,486,6.480905741,9.92696463
435,35.668155,57.547429,1,4,2,4,1,486,6.605213889,10.6569313
465,37.336309,51.643283,1,4,2,4,1,486,6.914131296,9.563570926
495,36.090148,49.812047,1,4,2,4,1,486,6.683360741,9.224453148
525,46.861498,46.141415,1,4,2,4,1,486,8.678055185,8.544706481
555,41.048752,45.035574,1,4,2,4,1,486,7.601620741,8.339921111
585,44.936302,52.281717,1,4,2,4,1,486,8.321537407,9.681799444
615,35.355339,39.473615,1,4,2,4,1,486,6.547285,7.309928704
645,36.173162,42.928999,1,4,2,4,1,486,6.698733704,7.94981463
675,49.363625,54.838688,1,4,2,4,1,486,9.141412037,10.15531259
705,41.422938,47.558468,1,4,2,4,1,486,7.670914444,8.807123704
735,42.926239,42.737019,1,4,2,4,1,486,7.949303519,7.914262778
765,62.297673,57.039208,1,4,2,4,1,486,11.53660611,10.5628163
795,58.543294,57.014019,1,4,2,4,1,486,10.84135074,10.55815167
825,51.232954,57.513833,1,4,2,4,1,486,9.487584074,10.65070981
855,38.052595,48.562672,1,4,2,4,1,486,7.046776852,8.993087407
885,40.272322,43.956318,1,4,2,4,1,486,7.457837407,8.140058889
915,29.345292,38.394577,1,4,2,4,1,486,5.434313333,7.110106852
945,39.217343,43.079157,1,4,2,4,1,486,7.262470926,7.977621667
975,41.083677,48.68002,1,4,2,4,1,486,7.608088333,9.014818519
1005,32.202484,46.282955,1,4,2,4,1,486,5.963422963,8.570917593
1035,48.745092,51.571704,1,4,2,4,1,486,9.026868889,9.550315556
1065,30.88689,48.521148,1,4,2,4,1,486,5.719794444,8.985397778
1095,30.678654,43.117267,1,4,2,4,1,486,5.681232222,7.984679074
1125,46.010868,53.274738,1,4,2,4,1,486,8.520531111,9.865692222
1155,46.043458,62.878825,1,4,2,4,1,486,8.526566296,11.64422685
1185,39.868494,38.219451,1,4,2,4,1,486,7.383054444,7.077676111
1215,40.756764,43.846188,1,4,2,4,1,486,7.547548889,8.119664444
1245,32.760094,46.144623,1,4,2,4,1,486,6.066684074,8.545300556
1275,30.536192,47.542829,1,4,2,4,1,486,5.65485037,8.804227593
1305,32.557641,50.121029,1,4,2,4,1,486,6.029192778,9.281672037
1335,35.332308,49.629125,1,4,2,4,1,486,6.54302,9.190578704
1365,34.683162,46.998032,1,4,2,4,1,486,6.422807778,8.703339259
1395,35.844262,53.408205,1,4,2,4,1,486,6.637826296,9.890408333
1425,35.872952,48.809396,1,4,2,4,1,486,6.643139259,9.038777037
1455,48.052055,55.48126,1,4,2,4,1,486,8.898528704,10.27430741
1485,54.447516,54.675079,1,4,2,4,1,486,10.08287333,10.12501463
1515,62.968246,58.442976,1,4,2,4,1,486,11.6607863,10.82277333
1545,37.108294,48.73361,1,4,2,4,1,486,6.871906296,9.024742593
1575,33.375778,41.603664,1,4,2,4,1,486,6.18069963,7.704382222
1605,33.618283,40.079971,1,4,2,4,1,486,6.225607963,7.422216852
1635,30.805844,47.019392,1,4,2,4,1,486,5.704785926,8.707294815
1665,30.232433,42.258133,1,4,2,4,1,486,5.598598704,7.825580185
1695,49.988842,56.217213,1,4,2,4,1,486,9.257192963,10.410595
1725,54.106701,55.662151,1,4,2,4,1,486,10.01975944,10.30780574
1755,52.459456,60.18164,1,4,2,4,1,486,9.714714074,11.14474815
1785,61.469617,56.754567,1,4,2,4,1,486,11.38326241,10.510105
15,37.69837,46.605216,1,4,1,4,1,473,7.173051374,8.867800085
45,46.971319,50.031085,1,4,1,4,1,473,8.937460275,9.519656765
75,50.545726,54.660763,1,4,1,4,1,473,9.61758,10.40056801
105,37.735925,51.831169,1,4,1,4,1,473,7.180197146,9.862167463
135,34.539832,45.333097,1,4,1,4,1,473,6.572061057,8.625747844
165,40.249224,54.159955,1,4,1,4,1,473,7.658414715,10.30527685
195,39.446166,51.733595,1,4,1,4,1,473,7.505612981,9.843601586
225,26.925824,49.977663,1,4,1,4,1,473,5.123306892,9.509491903
255,52.038447,63.022473,1,4,1,4,1,473,9.901607252,11.99159106
285,56.975076,58.152841,1,4,1,4,1,473,10.84092355,11.0650226
315,35.901058,50.898366,1,4,1,4,1,473,6.831068118,9.68467852
345,47.595023,51.73278,1,4,1,4,1,473,9.056135455,9.843446512
375,52.153619,54.767889,1,4,1,4,1,473,9.923521586,10.4209514
405,40.792156,47.330386,1,4,1,4,1,473,7.761721015,9.005781691
435,52.504717,63.709445,1,4,1,4,1,473,9.990326702,12.12230455
465,55.383746,57.919917,1,4,1,4,1,473,10.53813349,11.02070302
495,39.045605,51.168198,1,4,1,4,1,473,7.4293963,9.736020761
