Time,medNND_px,meanNND_px,Treatment,Population,Sex,Day,Box,Diameter,medianNNDscaled_mm,meanNNDscaled_mm
555,25.5538647,40.2564221,1,1,1,8,1,468,4.91420475,7.741619635
585,28.6419352,36.4048202,1,1,1,8,1,468,5.508064462,7.000926962
615,29.0688837,40.3383218,1,1,1,8,1,468,5.590169942,7.757369577
645,27.0136069,37.0669556,1,1,1,8,1,468,5.194924404,7.128260692
675,20.5182845,32.8666245,1,1,1,8,1,468,3.945823942,6.320504712
705,29.7397507,43.0634219,1,1,1,8,1,468,5.719182827,8.281427288
735,27.0644059,44.3276834,1,1,1,8,1,468,5.204693442,8.5245545
765,24.6333228,39.7391065,1,1,1,8,1,468,4.737177462,7.642135865
795,25.2834248,39.3330238,1,1,1,8,1,468,4.862197077,7.564043038
825,24.8305948,38.3529165,1,1,1,8,1,468,4.775114385,7.375560865
855,20.6717399,37.6402531,1,1,1,8,1,468,3.975334596,7.238510212
885,24.2692435,43.8019989,1,1,1,8,1,468,4.667162212,8.423461327
915,27.5772192,45.1939688,1,1,1,8,1,468,5.303311385,8.691147846
945,29.681257,42.1739651,1,1,1,8,1,468,5.707934038,8.110377904
975,27.6031513,41.5037997,1,1,1,8,1,468,5.308298327,7.981499942
1005,30.4630924,41.3897218,1,1,1,8,1,468,5.858287,7.959561885
1035,26.4764046,39.767655,1,1,1,8,1,468,5.091616269,7.647625962
1065,30.0208249,42.3511613,1,1,1,8,1,468,5.773235558,8.144454096
1095,31.1328465,40.018287,1,1,1,8,1,468,5.987085865,7.695824423
1125,27.3293167,38.734077,1,1,1,8,1,468,5.255637827,7.448860962
1155,27.3643508,35.8396486,1,1,1,8,1,468,5.262375154,6.892240115
1185,31.3049517,43.4193791,1,1,1,8,1,468,6.020183019,8.349880596
1215,22.0676578,38.3156034,1,1,1,8,1,468,4.243780346,7.368385269
1245,29.3002976,37.8172644,1,1,1,8,1,468,5.634672615,7.272550846
1275,42.5455928,41.1530186,1,1,1,8,1,468,8.181844769,7.914042038
1305,32.1768244,36.2979483,1,1,1,8,1,468,6.187850846,6.980374673
1335,22.6991913,29.3908111,1,1,1,8,1,468,4.365229096,5.652079058
1365,31.0395506,39.3960825,1,1,1,8,1,468,5.969144346,7.576169712
1395,30.8058436,49.3016358,1,1,1,8,1,468,5.924200692,9.481083808
1425,39.2254827,43.0843925,1,1,1,8,1,468,7.543362058,8.285460096
1455,39.5790303,45.8078345,1,1,1,8,1,468,7.611351981,8.809198942
1485,30.4138127,37.23667,1,1,1,8,1,468,5.848810135,7.160898077
1515,32.0156212,38.1234711,1,1,1,8,1,468,6.156850231,7.33143675
1545,27.4017001,40.1291079,1,1,1,8,1,468,5.269557712,7.717136135
1575,29.5296461,40.8703588,1,1,1,8,1,468,5.678778096,7.859684385
1605,37.1654666,47.5606572,1,1,1,8,1,468,7.147205115,9.146280231
1635,37.9011592,49.259456,1,1,1,8,1,468,7.288684462,9.472972308
1665,38.2753184,53.3478801,1,1,1,8,1,468,7.360638154,10.25920771
1695,22.670556,34.5501113,1,1,1,8,1,468,4.359722308,6.644252173
1725,22.8035085,33.7137654,1,1,1,8,1,468,4.385290096,6.483416423
1755,24.3217282,33.4572016,1,1,1,8,1,468,4.677255423,6.434077231
1785,30.7793178,38.9585912,1,1,1,8,1,468,5.919099577,7.492036769
15,39.9249296,52.137418,1,2,2,8,2,488,7.36320423,9.615507418
45,33.7433354,53.6331638,1,2,2,8,2,488,6.223156119,9.891362176
75,41.7432591,49.1009479,1,2,2,8,2,488,7.698551883,9.055502686
105,53.0247853,51.63628,1,2,2,8,2,488,9.779161223,9.523084426
135,35.7510316,52.1811037,1,2,2,8,2,488,6.593427959,9.623564207
165,27.2946881,38.1006552,1,2,2,8,2,488,5.033856412,7.02676018
195,32.7306453,37.1846253,1,2,2,8,2,488,6.036389502,6.85782024
225,40.9079372,51.3093446,1,2,2,8,2,488,7.544496615,9.462788963
255,38.0350533,48.8130418,1,2,2,8,2,488,7.014661469,9.00240525
285,45.0579785,54.7788807,1,2,2,8,2,488,8.309873084,10.10266242
315,41.5565224,41.9857744,1,2,2,8,2,488,7.664112738,7.743278066
345,31.6363102,34.5704535,1,2,2,8,2,488,5.834565406,6.375698391
375,42.2041385,41.361402,1,2,2,8,2,488,7.783550133,7.628127418
405,41.1096096,48.9893516,1,2,2,8,2,488,7.581690295,9.034921402
435,37.8747145,37.6768671,1,2,2,8,2,488,6.985090789,6.948602539
465,38.7675056,38.1874189,1,2,2,8,2,488,7.149744885,7.042761682
495,31.2009111,35.8936958,1,2,2,8,2,488,5.754266391,6.61973898
525,19.6675677,30.6908777,1,2,2,8,2,488,3.627215355,5.660202855
555,23.0209974,33.8767837,1,2,2,8,2,488,4.24567575,6.247767486
585,22.6912043,46.7704451,1,2,2,8,2,488,4.184853252,8.625696842
615,31.8721799,49.6894128,1,2,2,8,2,488,5.878065965,9.164031049
645,36.421842,52.1191365,1,2,2,8,2,488,6.717142992,9.61213583
675,48.7954916,50.2020239,1,2,2,8,2,488,8.999168533,9.258569982
705,19.6373772,38.8503727,1,2,2,8,2,488,3.621647434,7.165027752
735,27.3425144,43.2926197,1,2,2,8,2,488,5.042676836,7.984294617
765,27.9937876,37.482366,1,2,2,8,2,488,5.162788697,6.912731434
795,36.8459913,40.5845783,1,2,2,8,2,488,6.795367248,7.484860752
825,21.0240132,33.5589089,1,2,2,8,2,488,3.877379484,6.189143035
855,30.0586166,34.0399491,1,2,2,8,2,488,5.543597324,6.277859465
885,29.6492685,52.3845519,1,2,2,8,2,488,5.468102797,9.661085391
915,21.4709106,34.3665222,1,2,2,8,2,488,3.959799086,6.338088111
945,27.763146,36.1242345,1,2,2,8,2,488,5.120252336,6.662256363
975,28.1602557,41.461156,1,2,2,8,2,488,5.193489781,7.646524672
1005,33.8783394,45.7897627,1,2,2,8,2,488,6.248054398,8.444833285
1035,26.9581715,38.959852,1,2,2,8,2,488,4.971793924,7.185218607
1065,43.0096301,53.914296,1,2,2,8,2,488,7.932103912,9.943210328
1095,42.3229386,51.0389912,1,2,2,8,2,488,7.805459988,9.412928705
1125,41.8958482,46.5066325,1,2,2,8,2,488,7.726693316,8.577042879
1155,43.3853483,47.5059416,1,2,2,8,2,488,8.001396203,8.761341689
1185,42.9443478,44.2402276,1,2,2,8,2,488,7.920064143,8.159058369
1215,40.5125422,38.2178904,1,2,2,8,2,488,7.471575406,7.048381426
1245,41.677332,38.8409079,1,2,2,8,2,488,7.686393197,7.163282195
1275,43.829214,40.9599543,1,2,2,8,2,488,8.08325668,7.554089932
1305,43.829214,44.6048852,1,2,2,8,2,488,8.08325668,8.226310795
1335,49.588222,55.6077883,1,2,2,8,2,488,9.145368811,10.25553473
1365,49.6789694,52.5549434,1,2,2,8,2,488,9.162105012,9.692510053
1395,45.7874588,52.4373558,1,2,2,8,2,488,8.444408385,9.670823816
1425,47.2001645,50.7114498,1,2,2,8,2,488,8.704948371,9.35252148
1455,46.7865327,49.7511527,1,2,2,8,2,488,8.628663818,9.175417506
1485,45.0322479,46.3730506,1,2,2,8,2,488,8.305127686,8.552406873
1515,44.6878059,46.9722019,1,2,2,8,2,488,8.241603547,8.662906088
1545,42.7341081,52.6981446,1,2,2,8,2,488,7.881290428,9.718920111
1575,46.0977223,62.4691783,1,2,2,8,2,488,8.501629113,11.52095501
1605,50.1441404,65.4759512,1,2,2,8,2,488,9.247894746,12.0754828
1635,41.7731971,60.2070605,1,2,2,8,2,488,7.704073236,11.10376116
1665,44.5079144,58.1843159,1,2,2,8,2,488,8.208426836,10.730714
1695,41.4521518,52.0284611,1,2,2,8,2,488,7.644864061,9.595412908
1725,43.3415947,50.7849002,1,2,2,8,2,488,7.993326891,9.36606766
1755,39.7740809,49.294278,1,2,2,8,2,488,7.335383773,9.091157828
1785,38.8868508,46.9549318,1,2,2,8,2,488,7.17175527,8.659721029
15,35.53761,49.0920464,1,2,1,8,2,485,6.594608041,9.10986428
45,32.6508469,49.8370304,1,2,1,8,2,485,6.058920043,9.248108734
75,51.6270539,51.2171661,1,2,1,8,2,485,9.580278043,9.50421639
105,43.0813185,49.2109306,1,2,1,8,2,485,7.994471474,9.131925266
135,42.9534632,51.7936229,1,2,1,8,2,485,7.970745748,9.611187755
165,40.7185461,48.6529064,1,2,1,8,2,485,7.556018864,9.028374384
195,35.0235646,43.4814024,1,2,1,8,2,485,6.499218173,8.068713847
225,43.0041413,48.8050903,1,2,1,8,2,485,7.980149932,9.056614695
255,33.5011155,46.7109263,1,2,1,8,2,485,6.216701845,8.668006942
285,42.9944903,56.8203067,1,2,1,8,2,485,7.978359025,10.54397444
315,43.1844885,58.6173592,1,2,1,8,2,485,8.013616423,10.8774481
345,41.7851648,54.5319085,1,2,1,8,2,485,7.753948107,10.11932323
375,43.4726825,52.0102053,1,2,1,8,2,485,8.067095722,9.651378303
405,52.8498321,53.514778,1,2,1,8,2,485,9.807185338,9.930577361
435,32.9804192,41.8633776,1,2,1,8,2,485,6.12007779,7.768461823
465,40.2616443,52.5329277,1,2,1,8,2,485,7.471232963,9.748378336
495,38.3275358,50.0257889,1,2,1,8,2,485,7.112326231,9.283136085
525,27.0767107,44.5399134,1,2,1,8,2,485,5.024544254,8.265138569
555,29.6561156,45.4279562,1,2,1,8,2,485,5.503196709,8.429930016
585,30.8520456,35.2474856,1,2,1,8,2,485,5.725121864,6.540770524
615,19.4164878,36.6002583,1,2,1,8,2,485,3.603059592,6.791800509
645,26.2345476,38.106052,1,2,1,8,2,485,4.868266565,7.071226144
675,26.9684694,38.7765674,1,2,1,8,2,485,5.004458239,7.195651682
705,28.6377974,41.5169133,1,2,1,8,2,485,5.314230445,7.704169478
735,35.0135264,47.0847818,1,2,1,8,2,485,6.497355414,8.73738219
765,37.3987762,45.903444,1,2,1,8,2,485,6.939979089,8.518164866
795,27.4845165,36.7465813,1,2,1,8,2,485,5.100219557,6.818953231
825,32.1403174,49.672277,1,2,1,8,2,485,5.96418261,9.217535938
855,39.5868557,50.8035064,1,2,1,8,2,485,7.34601446,9.427454796
885,35.0255737,50.2324426,1,2,1,8,2,485,6.499590996,9.321484194
915,28.8033922,44.1511043,1,2,1,8,2,485,5.344959377,8.192988427
945,30.9773949,42.5988861,1,2,1,8,2,485,5.748382559,7.904947936
975,24.0416306,38.2909119,1,2,1,8,2,485,4.461333513,7.105530043
1005,31.0644491,41.4919446,1,2,1,8,2,485,5.764536946,7.699536111
1035,30.4138127,36.6301873,1,2,1,8,2,485,5.643800295,6.797354344
1065,27.2946881,40.0173488,1,2,1,8,2,485,5.064993668,7.425899777
1095,25.3179778,40.0564762,1,2,1,8,2,485,4.698181447,7.433160532
1125,24.7970223,36.8952916,1,2,1,8,2,485,4.601509293,6.846548957
1155,25.5538647,39.4657401,1,2,1,8,2,485,4.741954274,7.3235394
1185,25.2576507,39.0854688,1,2,1,8,2,485,4.686986728,7.252973592
1215,28.3015905,44.7852132,1,2,1,8,2,485,5.251841536,8.31065812
1245,34.626471,46.0701973,1,2,1,8,2,485,6.425530701,8.549108777
1275,30.8868904,44.6324654,1,2,1,8,2,485,5.731587909,8.282313167
1305,37.7411498,42.8631268,1,2,1,8,2,485,7.003512334,7.953982293
1335,31.2357437,48.8962803,1,2,1,8,2,485,5.796323573,9.073536551
1365,39.9474908,48.3045735,1,2,1,8,2,485,7.412936437,8.963735289
1395,39.6833506,50.9898848,1,2,1,8,2,485,7.36392073,9.462040478
1425,47.3403046,54.1680834,1,2,1,8,2,485,8.784798792,10.05180929
1455,32.2645279,44.9524766,1,2,1,8,2,485,5.987231981,8.341696689
1485,30.5708821,43.265184,1,2,1,8,2,485,5.672947194,8.028590845
1515,27.6594851,44.0770017,1,2,1,8,2,485,5.132687957,8.179237429
1545,39.1966259,43.2767911,1,2,1,8,2,485,7.273600682,8.03074474
1575,37.4432905,48.9683415,1,2,1,8,2,485,6.948239474,9.086908732
1605,39.9624824,47.3790424,1,2,1,8,2,485,7.415718384,8.791987249
1635,44.5533388,46.2433049,1,2,1,8,2,485,8.26762988,8.581231837
1665,23.4460392,39.0004074,1,2,1,8,2,485,4.350811398,7.237189002
1695,22.4323759,45.2132848,1,2,1,8,2,485,4.16270893,8.390094087
1725,21.3641654,39.2264206,1,2,1,8,2,485,3.964484301,7.279129596
1755,36.2353419,45.0799164,1,2,1,8,2,485,6.724084064,8.365345311
1785,29.5427729,45.830485,1,2,1,8,2,485,5.482164043,8.504626082
15,24.0717011,40.4481363,1,3,2,8,3,472,4.589943006,7.712568362
45,38.0090838,42.5894481,1,3,2,8,3,472,7.247494792,8.120869341
75,22.6364046,47.0919939,1,3,2,8,3,472,4.316263589,8.979405617
105,23.7700182,40.2660367,1,3,2,8,3,472,4.532418725,7.677845981
135,41.039001,50.9431377,1,3,2,8,3,472,7.825233242,9.713733883
165,22.336913,43.1814991,1,3,2,8,3,472,4.25915714,8.233760422
195,24.7112432,46.0464051,1,3,2,8,3,472,4.711889593,8.780034871
225,26.3532696,41.7877201,1,3,2,8,3,472,5.024987847,7.967997477
255,22.4750295,45.1348759,1,3,2,8,3,472,4.285492913,8.606226337
285,26.9072481,45.2378962,1,3,2,8,3,472,5.130619341,8.625870038
315,24.7730889,42.0287812,1,3,2,8,3,472,4.723682206,8.013962517
345,20.4375378,43.8846234,1,3,2,8,3,472,3.89698814,8.367830733
375,30.371872,54.2813667,1,3,2,8,3,472,5.79124678,10.3502606
405,28,37.4707314,1,3,2,8,3,472,5.338983051,7.144842852
435,28.8617394,47.3238003,1,3,2,8,3,472,5.503297767,9.023605989
465,30.0832179,58.840627,1,3,2,8,3,472,5.736206803,11.21961108
495,27.153999,50.0698406,1,3,2,8,3,472,5.177669301,9.547215369
525,27.7308492,42.7285451,1,3,2,8,3,472,5.287661924,8.147392074
555,25.9588112,37.6315354,1,3,2,8,3,472,4.949773322,7.175504631
585,31.3378066,40.5463774,1,3,2,8,3,472,5.975429225,7.731300775
615,26.7126704,37.5776586,1,3,2,8,3,472,5.093517661,7.165231513
645,25.7568165,43.5211564,1,3,2,8,3,472,4.911257383,8.298525585
675,26.046081,46.1892529,1,3,2,8,3,472,4.96641375,8.807272799
705,26.8660687,49.0706327,1,3,2,8,3,472,5.122767337,9.356688439
735,27.0724115,45.1417937,1,3,2,8,3,472,5.162112362,8.607545409
765,26.2126704,43.0293601,1,3,2,8,3,472,4.998178678,8.204750867
795,32.4229857,46.6254349,1,3,2,8,3,472,6.182348968,8.890443095
825,24,42.0390076,1,3,2,8,3,472,4.576271186,8.015912466
855,28.7923601,41.3028486,1,3,2,8,3,472,5.490068663,7.875543165
885,41.1096096,42.6468304,1,3,2,8,3,472,7.838696746,8.131810881
915,37.5899773,43.1481264,1,3,2,8,3,472,7.167580417,8.227396983
945,24.0208243,39.5451415,1,3,2,8,3,472,4.580241922,7.54038715
975,23,40.5833313,1,3,2,8,3,472,4.38559322,7.73834707
1005,30.0697512,43.0057608,1,3,2,8,3,472,5.733639,8.200251
1035,34.0614892,41.7576003,1,3,2,8,3,472,6.494775483,7.962254294
1065,26.713939,42.8127384,1,3,2,8,3,472,5.093759555,8.163445881
1095,27.1009681,51.8154832,1,3,2,8,3,472,5.167557477,9.880070949
1125,29.2283156,41.7242903,1,3,2,8,3,472,5.573195771,7.955902811
1155,26.2387836,36.8039595,1,3,2,8,3,472,5.00315789,7.017704142
1185,44.384682,53.8930742,1,3,2,8,3,472,8.46318089,10.27622178
1215,37.4432905,56.5068892,1,3,2,8,3,472,7.139610477,10.7746187
1245,38.0131556,53.7583061,1,3,2,8,3,472,7.248271195,10.25052447
1275,43.8902844,55.612742,1,3,2,8,3,472,8.368910161,10.60412453
1305,42.8640703,46.1772977,1,3,2,8,3,472,8.173233744,8.804993206
1335,41.7510115,38.6982797,1,3,2,8,3,472,7.960997956,7.378909265
1365,63.1268564,49.9913503,1,3,2,8,3,472,12.03690058,9.532248998
1395,46.8614981,54.3623136,1,3,2,8,3,472,8.935455146,10.36569539
1425,42.0039538,53.7863399,1,3,2,8,3,472,8.009228479,10.2558699
1455,39.0343739,43.2251685,1,3,2,8,3,472,7.442995023,8.242087214
1485,40.3112887,45.4432228,1,3,2,8,3,472,7.68647454,8.665021297
1515,45.790057,48.076028,1,3,2,8,3,472,8.731154936,9.167039237
1545,42.3727771,47.2805667,1,3,2,8,3,472,8.079554956,9.015362294
1575,48.0104155,52.9514397,1,3,2,8,3,472,9.154528379,10.09667282
1605,57.0403628,58.1737064,1,3,2,8,3,472,10.87634036,11.09244402
1635,41.6135529,56.813392,1,3,2,8,3,472,7.934787629,10.83306203
1665,38.8181906,46.0362971,1,3,2,8,3,472,7.401773631,8.778107498
1695,28.4628301,33.4755626,1,3,2,8,3,472,5.427234553,6.383052191
1725,36.5787277,45.4892276,1,3,2,8,3,472,6.9747574,8.673793398
1755,37.2065816,54.7727677,1,3,2,8,3,472,7.094475305,10.44395994
1785,43.829214,53.2765793,1,3,2,8,3,472,8.357265381,10.15866978
15,25,32.3611461,1,3,1,8,3,480,4.6875,6.067714894
45,25.6601797,36.9268003,1,3,1,8,3,480,4.811283694,6.923775056
75,28.346568,38.5367215,1,3,1,8,3,480,5.3149815,7.225635281
105,20.1590883,41.3504179,1,3,1,8,3,480,3.779829056,7.753203356
135,22.0977709,41.4715102,1,3,1,8,3,480,4.143332044,7.775908163
165,18.6815417,39.9027845,1,3,1,8,3,480,3.502789069,7.481772094
195,23.9390309,48.6484791,1,3,1,8,3,480,4.488568294,9.121589831
225,25.4711218,52.204409,1,3,1,8,3,480,4.775835338,9.788326688
255,19.0304479,51.8836441,1,3,1,8,3,480,3.568208981,9.728183269
285,21.2923567,48.5183335,1,3,1,8,3,480,3.992316881,9.097187531
315,30.8461512,41.749415,1,3,1,8,3,480,5.78365335,7.828015313
345,17.6282653,41.3070361,1,3,1,8,3,480,3.305299744,7.745069269
375,25.7769707,43.2461547,1,3,1,8,3,480,4.833182006,8.108654006
405,20.6519361,42.1279985,1,3,1,8,3,480,3.872238019,7.898999719
435,16.8098718,41.373951,1,3,1,8,3,480,3.151850963,7.757615813
465,19.041246,42.1466243,1,3,1,8,3,480,3.570233625,7.902492056
495,14.7424218,41.7588492,1,3,1,8,3,480,2.764204088,7.829784225
525,29.9247649,45.3519569,1,3,1,8,3,480,5.610893419,8.503491919
555,21.1896739,43.9032592,1,3,1,8,3,480,3.973063856,8.2318611
585,15.9014976,44.6917687,1,3,1,8,3,480,2.9815308,8.379706631
615,20.8100456,47.2370426,1,3,1,8,3,480,3.90188355,8.856945488
645,18.8224572,48.5467921,1,3,1,8,3,480,3.529210725,9.102523519
675,20.4288681,46.3540302,1,3,1,8,3,480,3.830412769,8.691380663
705,19.4164878,46.896599,1,3,1,8,3,480,3.640591463,8.793112313
735,18.772031,44.0624386,1,3,1,8,3,480,3.519755813,8.261707238
765,21.488104,44.8136691,1,3,1,8,3,480,4.0290195,8.402562956
795,21.6301458,45.7911466,1,3,1,8,3,480,4.055652338,8.585839988
825,22.2914256,45.4872092,1,3,1,8,3,480,4.1796423,8.528851725
855,16.9470376,46.9160456,1,3,1,8,3,480,3.17756955,8.79675855
885,19.8994949,46.065622,1,3,1,8,3,480,3.731155294,8.637304125
915,14.4508688,44.7340548,1,3,1,8,3,480,2.7095379,8.387635275
945,19.4479921,45.6189288,1,3,1,8,3,480,3.646498519,8.55354915
975,15.5241747,41.7663244,1,3,1,8,3,480,2.910782756,7.831185825
1005,16.4012195,42.9633078,1,3,1,8,3,480,3.075228656,8.055620213
1035,16.1245155,43.2409548,1,3,1,8,3,480,3.023346656,8.107679025
1065,15.2643375,39.9153863,1,3,1,8,3,480,2.862063281,7.484134931
1095,18.2668653,42.2164812,1,3,1,8,3,480,3.425037244,7.915590225
1125,17.3929979,42.0658352,1,3,1,8,3,480,3.261187106,7.8873441
1155,18.3847763,42.8938369,1,3,1,8,3,480,3.447145556,8.042594419
1185,14.9496826,41.8750781,1,3,1,8,3,480,2.803065488,7.851577144
1215,18.2189576,43.3933008,1,3,1,8,3,480,3.41605455,8.1362439
1245,19.4526451,43.8933378,1,3,1,8,3,480,3.647370956,8.230000838
1275,19.6977156,43.7708388,1,3,1,8,3,480,3.693321675,8.207032275
1305,20.7980319,44.5292436,1,3,1,8,3,480,3.899630981,8.349233175
1335,17.6486747,41.4166917,1,3,1,8,3,480,3.309126506,7.765629694
1365,22.8791804,46.4266872,1,3,1,8,3,480,4.289846325,8.70500385
1395,22.5610283,44.2312623,1,3,1,8,3,480,4.230192806,8.293361681
1425,20.5547724,42.8407082,1,3,1,8,3,480,3.854019825,8.032632788
1455,17.6867234,42.0214654,1,3,1,8,3,480,3.316260638,7.879024763
1485,17.9252077,42.2581258,1,3,1,8,3,480,3.360976444,7.923398588
1515,18.0382912,41.9738525,1,3,1,8,3,480,3.3821796,7.870097344
1545,18.3700218,41.3550894,1,3,1,8,3,480,3.444379088,7.754079263
1575,15.3387285,40.4050873,1,3,1,8,3,480,2.876011594,7.575953869
1605,16.4285632,40.0590114,1,3,1,8,3,480,3.0803556,7.511064638
1635,20.7543742,41.9167458,1,3,1,8,3,480,3.891445163,7.859389838
1665,18.3983896,41.1313389,1,3,1,8,3,480,3.44969805,7.712126044
1695,14.1092236,38.5346511,1,3,1,8,3,480,2.645479425,7.225247081
1725,14.4534793,40.2482638,1,3,1,8,3,480,2.710027369,7.546549463
1755,13.7875758,36.6579289,1,3,1,8,3,480,2.585170463,6.873361669
1785,15.0646047,36.6887324,1,3,1,8,3,480,2.824613381,6.879137325
15,19.7230829,26.5978105,1,4,2,8,4,468,3.792900558,5.114963558
45,19.7230829,27.1289801,1,4,2,8,4,468,3.792900558,5.217111558
75,19.7862581,27.9365918,1,4,2,8,4,468,3.805049635,5.3724215
105,17.4642492,26.34715,1,4,2,8,4,468,3.358509462,5.066759615
135,19.5697854,27.0136316,1,4,2,8,4,468,3.763420269,5.194929154
165,18.2334226,30.5640802,1,4,2,8,4,468,3.506427423,5.877707731
195,18.9277884,32.6774646,1,4,2,8,4,468,3.639959308,6.284127808
225,18.8754197,36.8817691,1,4,2,8,4,468,3.629888404,7.092647904
255,18.4055452,39.5452379,1,4,2,8,4,468,3.539527923,7.604853442
285,18.8754197,40.7492003,1,4,2,8,4,468,3.629888404,7.836384673
315,21.1407738,42.3206251,1,4,2,8,4,468,4.065533423,8.13858175
345,21.6206321,42.2458891,1,4,2,8,4,468,4.157813865,8.124209442
375,22.8422437,42.364379,1,4,2,8,4,468,4.392739173,8.146995962
405,22.3606798,38.936078,1,4,2,8,4,468,4.300130731,7.487707308
435,25.5742045,37.0437974,1,4,2,8,4,468,4.91811625,7.123807192
465,23.430749,38.3816675,1,4,2,8,4,468,4.505913269,7.381089904
495,21.8104857,39.0396238,1,4,2,8,4,468,4.194324173,7.507619962
525,28.6415854,45.9585951,1,4,2,8,4,468,5.507997192,8.838191365
555,33.2496398,47.1530233,1,4,2,8,4,468,6.3941615,9.067889096
585,35.9898467,44.9940317,1,4,2,8,4,468,6.921124365,8.652698404
615,35.5458754,43.6817467,1,4,2,8,4,468,6.835745269,8.400335904
645,32.3216364,42.6308504,1,4,2,8,4,468,6.215699308,8.198240462
675,24.0624099,40.2529139,1,4,2,8,4,468,4.627386519,7.740944981
705,28.9305571,40.872389,1,4,2,8,4,468,5.563568673,7.860074808
735,24.827684,47.3876463,1,4,2,8,4,468,4.774554615,9.113008904
765,27.0315938,54.8859653,1,4,2,8,4,468,5.198383423,10.55499333
795,35.3684475,55.2689277,1,4,2,8,4,468,6.801624519,10.62863994
825,52.4356573,59.2947589,1,4,2,8,4,468,10.08378025,11.40283825
855,21.1896201,51.3740571,1,4,2,8,4,468,4.074926942,9.879626365
885,33.389264,51.9999168,1,4,2,8,4,468,6.421012308,9.999984
915,40.8504301,52.5801581,1,4,2,8,4,468,7.855851942,10.11156887
945,55.6751676,50.6385798,1,4,2,8,4,468,10.706763,9.738188423
975,60.1664358,57.7603378,1,4,2,8,4,468,11.57046842,11.10775727
1005,37.6791811,55.6274693,1,4,2,8,4,468,7.245996365,10.69759025
1035,28.5092561,49.125754,1,4,2,8,4,468,5.48254925,9.447260385
1065,32.6106938,47.5284909,1,4,2,8,4,468,6.271287269,9.140094404
1095,39.1152144,48.4713678,1,4,2,8,4,468,7.522156615,9.321416885
1125,36.2353419,49.6296285,1,4,2,8,4,468,6.968334981,9.544159327
1155,32.6955654,43.1872948,1,4,2,8,4,468,6.287608731,8.305249
1185,50.9901951,48.6704427,1,4,2,8,4,468,9.80580675,9.359700519
1215,54.405882,55.7615525,1,4,2,8,4,468,10.46266962,10.72337548
1245,51.8186297,55.0074515,1,4,2,8,4,468,9.965121096,10.57835606
1275,55.3576723,56.512661,1,4,2,8,4,468,10.64570621,10.86781942
1305,49.4772675,52.3220697,1,4,2,8,4,468,9.514859135,10.06193648
1335,54.8018138,58.1881854,1,4,2,8,4,468,10.53881035,11.19003565
1365,42.7200187,52.9887926,1,4,2,8,4,468,8.215388212,10.19015242
1395,37.5766263,49.741478,1,4,2,8,4,468,7.226274288,9.565668846
1425,36.5822247,50.708598,1,4,2,8,4,468,7.035043212,9.751653462
1455,31.3847097,47.90039,1,4,2,8,4,468,6.035521096,9.211613462
1485,36.9190488,48.1264011,1,4,2,8,4,468,7.099817077,9.255077135
1515,48.3419111,53.3441034,1,4,2,8,4,468,9.296521365,10.25848142
1545,46.0488611,45.7719272,1,4,2,8,4,468,8.855550212,8.802293692
1575,30.8868904,40.8048679,1,4,2,8,4,468,5.939786615,7.847089981
1605,47.1699057,47.2396106,1,4,2,8,4,468,9.071135712,9.0845405
1635,32.3800628,43.3491361,1,4,2,8,4,468,6.226935154,8.336372327
1665,36.6441786,47.6850435,1,4,2,8,4,468,7.046957423,9.170200673
1695,39.9249296,48.7947153,1,4,2,8,4,468,7.677871077,9.383599096
1725,43.1337022,55.110239,1,4,2,8,4,468,8.294942731,10.59812288
1755,36.6196668,45.8986906,1,4,2,8,4,468,7.042243615,8.826671269
1785,44.9049313,50.2430157,1,4,2,8,4,468,8.635563712,9.662118404
15,37.934071,39.3629825,1,4,1,8,4,470,7.263971043,7.537592394
45,39.8120585,40.7805218,1,4,1,8,4,470,7.62358567,7.809036089
75,45.2571834,44.2124004,1,4,1,8,4,470,8.666269162,8.466204332
105,37.5898923,48.2159646,1,4,1,8,4,470,7.198064483,9.232844285
135,45.3619433,52.0312756,1,4,1,8,4,470,8.686329568,9.963435753
165,40.6191205,48.5865396,1,4,1,8,4,470,7.778129457,9.303805455
195,21.1896201,34.1498078,1,4,1,8,4,470,4.057586828,6.539324898
225,37.5898923,41.8187212,1,4,1,8,4,470,7.198064483,8.00784023
255,43.5006036,44.4151362,1,4,1,8,4,470,8.329902817,8.505026081
285,34.176015,40.5428319,1,4,1,8,4,470,6.544343298,7.763521002
315,33.3766385,37.7411039,1,4,1,8,4,470,6.391271202,7.227019896
345,35.5746193,39.2498787,1,4,1,8,4,470,6.812161143,7.515934219
375,42.2842452,41.0884239,1,4,1,8,4,470,8.096983123,7.867996066
405,33.1823803,38.7633164,1,4,1,8,4,470,6.354072823,7.422762715
435,33.8378486,37.137736,1,4,1,8,4,470,6.47958803,7.111481362
465,36.5636277,39.1135962,1,4,1,8,4,470,7.00154573,7.48983757
495,46.0108683,42.6061713,1,4,1,8,4,470,8.810591802,8.158628547
525,34.0147027,37.3430016,1,4,1,8,4,470,6.513453709,7.15078754
555,36.5345119,39.0187166,1,4,1,8,4,470,6.995970364,7.471669136
585,30.4386229,33.3627057,1,4,1,8,4,470,5.82867247,6.388603219
615,26.3580148,31.2298769,1,4,1,8,4,470,5.04727943,5.980189194
645,33.8906862,40.9825239,1,4,1,8,4,470,6.489705868,7.847717343
